ACAtoAAA	ACCtoAAC	ACGtoAAG	ACTtoAAT	CCAtoCAA	CCCtoCAC	CCGtoCAG	CCTtoCAT	GCAtoGAA	GCCtoGAC	GCGtoGAG	GCTtoGAT	TCAtoTAA	TCCtoTAC	TCGtoTAG	TCTtoTAT	AAAtoACA	AACtoACC	AAGtoACG	AATtoACT	CAAtoCCA	CACtoCCC	CAGtoCCG	CATtoCCT	GAAtoGCA	GACtoGCC	GAGtoGCG	GATtoGCT	TAAtoTCA	TACtoTCC	TAGtoTCG	TATtoTCT	AAAtoAGA	AACtoAGC	AAGtoAGG	AATtoAGT	CAAtoCGA	CACtoCGC	CAGtoCGG	CATtoCGT	GAAtoGGA	GACtoGGC	GAGtoGGG	GATtoGGT	TAAtoTGA	TACtoTGC	TAGtoTGG	TATtoTGT	ACAtoAGA	ACCtoAGC	ACGtoAGG	ACTtoAGT	CCAtoCGA	CCCtoCGC	CCGtoCGG	CCTtoCGT	GCAtoGGA	GCCtoGGC	GCGtoGGG	GCTtoGGT	TCAtoTGA	TCCtoTGC	TCGtoTGG	TCTtoTGT	AAAtoATA	AACtoATC	AAGtoATG	AATtoATT	CAAtoCTA	CACtoCTC	CAGtoCTG	CATtoCTT	GAAtoGTA	GACtoGTC	GAGtoGTG	GATtoGTT	TAAtoTTA	TACtoTTC	TAGtoTTG	TATtoTTT	ACAtoATA	ACCtoATC	ACGtoATG	ACTtoATT	CCAtoCTA	CCCtoCTC	CCGtoCTG	CCTtoCTT	GCAtoGTA	GCCtoGTC	GCGtoGTG	GCTtoGTT	TCAtoTTA	TCCtoTTC	TCGtoTTG	TCTtoTTT
0	0	1	0	0	1	1	1	1	2	0	0	0	0	0	0	3	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	2	1	5	0	1	1	2	0	1	1	1	2
1	0	1	0	1	1	0	1	0	0	0	2	0	3	0	1	1	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	1	2	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	3	1	1	4	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	0	1	1	1	0	4	2	0	0	1	1	5	1	1	0
2	0	1	1	0	0	0	0	2	0	0	0	3	1	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	1	1	4	0	1	1	6	1	0	2	3	2
1	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	3	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	3	0	1	0	5	2	1	1	2	1	3	1	2	0
1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	1	0	6	0	0	0	5	2	0	0	1	0
0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	2	0	0	1	1	2	0	4	0	1	1	2	2
0	1	0	0	0	0	1	0	1	0	0	2	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	2	4	0	1	1	2	0	0	1	2	0
2	1	1	2	0	2	1	3	4	0	0	2	2	3	0	1	0	1	4	0	2	3	1	1	0	0	0	0	0	1	0	0	1	0	2	1	0	1	2	0	1	2	1	1	1	2	0	1	2	2	1	0	2	1	3	5	3	3	1	5	4	3	1	4	2	2	0	0	1	2	0	0	0	0	1	0	0	1	0	0	2	1	1	3	2	2	1	2	5	0	5	1	3	6	1	3
0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0
0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	6	0	1	0	7	0	2	0	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	2	0	0	0	0	1	0	0
1	0	0	1	0	0	0	3	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	1	0	0	0	1	1
0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	2	1	0	0	1	0	0	0	1	2
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	1	2	0	0	0	2	0	0	1	0	0
2	0	0	0	2	1	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	2	0	2	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	3	0	1	2	0	0	1	1	0	0
0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	1	0	1	1	5	1	0	2
4	1	0	0	0	0	0	1	1	0	0	1	1	3	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	2	0	1	0	0	2	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	0	1	1	3	1	1	1	3	1	0	1	1	1
0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	4	1	1	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	4	0	0	1	1	0	0	0	2	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	4	1
0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	2	1	0	1	4	0	1	1	1	0
2	0	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	3	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	1	2	1	2	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	2	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	5	0	1	2	1	0	2	4	6	0	3	2	2	0	3	1	3
1	2	1	2	3	0	0	3	1	2	0	1	1	3	0	0	1	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	2	0	1	0	0	0	1	0	0	0	0	2	2	0	0	2	3	0	1	0	0	0	2	0	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1	0	0	1	2	3	2	0	1	4	0	0	0	2	1
0	1	0	2	1	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	2	2	2	0	1	0	0	0	2	1	0	0	4	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	2	0	1	2	4	0	1	0	2	0	1	2	0	1
0	2	0	1	2	1	1	2	0	3	2	0	0	2	1	1	0	1	0	1	0	0	2	1	2	1	1	0	0	0	1	0	0	0	1	3	0	1	1	0	1	0	1	3	0	0	2	0	1	0	2	3	1	0	0	3	1	0	2	1	0	3	2	2	0	1	0	2	3	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	3	0	3	4	3	6	7	2	0	0	2	1
0	2	1	0	0	2	0	1	1	0	0	0	0	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	2	0	0	0	0	1	1	1	0	0	0	1	0	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	1	3	1	0	0	5	1	0	2	3	1	1	0	2	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	4	0	1	2	0	1	1	0	2	0
0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	2	2	0	1	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	3	1	3	0	2	3	1	0	0	1	0	1	3	1	4	3
0	1	0	0	1	2	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	3	0	2	1	4	1	0	1	3	0
1	2	0	1	0	4	0	0	0	3	0	2	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	2	0	1	0	0	0	0	1	1	3	1	0	0	1	0	0	1	0	0	0	2	1	0	0	4	0	0	2	0	2	0	1	0	0	1	1	0	0	0	0	0	1	1	7	0	2	0	4	0	1	1	4	2	1	2	4	0
0	2	1	1	0	0	0	4	0	0	0	0	1	2	0	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	1	0	0	2	0	1	0	1	1	0	1	4	2	0	2	0	0	0	1	0	1	0	0	1	1	2	0	0	0	0	0	1	0	1	1	1	0	1	0	1	2	2	2	0	3	0	3
1	1	1	0	0	2	1	0	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	3	0	1	2	1	2	0	1	3	0	0	0	0	2
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	1	1	0	0	0	1	1
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	1	1	0	2	0	2	0	1	1	1	0
1	0	0	0	1	2	0	1	2	4	0	1	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	3	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	2	0	3	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	1	1	4	1	0	0	3	1	1	2	0	1	3	2	1	2
1	0	0	1	0	0	0	0	0	1	1	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1	1	3	1	0	1	5	1	0	1	2	0	1	2	1	0
1	1	1	3	0	1	0	4	0	3	0	4	5	2	0	1	0	2	0	0	1	0	2	0	0	1	0	0	0	1	0	1	1	0	1	3	0	0	1	1	4	2	2	2	1	2	1	2	1	1	0	1	1	3	0	2	0	1	0	3	3	2	0	2	2	1	1	2	2	3	2	1	0	0	0	1	0	0	0	4	3	1	1	2	1	0	2	2	0	2	1	2	1	1	4	4
0	2	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	3	0	1	0	2	0	0	0	1	0
1	0	0	2	0	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	1	0	1	3	1	0	1	0	2	1	0	0	1	2	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	3	1	0	2	0	1	0	2	2	1	1	0	1	1	3	2	5
1	1	0	0	2	0	0	0	0	1	0	2	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	2	0	2	1	4	1	0	1	0	2	0	1	2	0	3	1	0	0	1	2	2
0	0	0	3	0	0	0	0	1	0	1	0	1	1	0	1	0	0	2	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	2	1	0	0	0	1	2	0	0	0	1	1	0	0	5	0	1	3	0	0	2	0	1	0	0	1	0	1	0	1	0
1	3	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	1	0	1	1	0	2	2	0	1	3	1	2
0	1	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	3	1	0	3	1	0	0	1	1	1	0	0	0	1
2	1	1	0	3	2	0	1	2	2	1	0	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	2	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	1	0	4	0	2	1	2	3	2	0	3	1	0	1
3	1	1	0	1	0	0	2	0	1	0	0	1	5	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	3	0	1	1	0	0	1	0	0	0	1	1	0	0	2	1	0	1	0	0	0	3	1	0	0	1	0	0	0	0	1	0	0	0	1	5	0	1	4	1	0	1	0	0	0	0	1
3	2	1	1	0	2	2	1	1	0	0	0	1	0	1	1	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	3	1	1	0	0	1	3	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	2	0	1	0	0	4	2	1	2	1	2	2	1	0	2	2	3	0	1
0	1	0	0	1	1	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	1	2	1	0	0	1	2	0	1	2	6	1
0	0	0	2	2	0	0	3	0	1	0	0	2	0	0	2	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	2	2	0	3	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	2	0	0	0	0	1	0	2	0	1	0	0	0	1	2	0	0	2	1	1	1	3	2	1	2	1	1	2	3	2	1	3	2	3
0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	2	0	1	1	1	0	0	1	0	2	0	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	2	1	1	0	1	0	1	0	0	2
4	1	0	1	1	0	0	1	0	1	1	0	0	4	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	2	1	2	0	3	0	0	1	0	0	1	1	0	1	0	0	0	1	0	3	0	1	2	0	0	0	0	0	1	4	0	0	1	1	1	0	0	0	4	1	1	3	0	2	0	1	1	2	2	3	2	2	1	2	4
0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1
1	0	0	0	1	0	0	1	4	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	4	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	1	3	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	1	1	1	2	0	1	1	0	0	2	0	1
0	1	0	0	0	0	0	1	0	1	0	1	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	1	0	3	0	3	0	0	0	0	1	3	0	1	1
0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	2	1	1	1	0	0	0	1	1	0	0	0	0	2	1	1
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	2	0	1	0	1	0
1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1
1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	4	0	1	2	0	1	0	0	0	0	0	0	2	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1
0	2	0	0	1	2	0	0	4	1	3	1	0	2	1	2	0	0	1	2	1	1	0	1	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	1	0	1	1	2	0	0	0	1	3	3	0	1	2	0	0	2	1	0	0	0	0	1	1	5	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	4	1	0	2	3	0	2	0	0	0
0	0	1	1	1	0	0	1	1	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	2	1	0	1	3	0	1	1	2	2	0	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	1	0	3	0	0	0	3	1	1	0	4	3	2	1	0	1
0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	0	0	0
1	0	0	0	0	0	0	0	1	2	0	3	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	1	0	0	1	0	0	0	2	0	1	0	1	0	1	2	0	0	1	1	0	3	2	1	4	0	1	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	1	2	3	2	1	2	2	1	1	0	2	2	2	1	0	1
0	0	0	0	1	0	0	0	0	0	0	1	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	1	0	2	1	0	1	0	1	1	0	0
0	0	0	2	5	1	1	1	1	1	2	4	4	3	0	2	1	1	4	0	1	1	1	0	0	0	1	0	0	1	0	2	1	2	0	2	2	4	1	0	3	0	2	0	0	0	0	2	1	0	1	0	1	5	0	1	1	1	3	3	14	2	1	11	1	0	1	0	0	1	1	0	0	1	1	0	1	3	1	1	2	1	7	0	3	1	4	6	3	3	3	2	7	3	3	5
1	0	0	0	1	1	0	1	0	1	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	1	0	3	0	1	1	2	1	6	1	1	1
4	2	0	0	1	0	0	2	1	3	3	0	0	1	1	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	2	1	0	0	0	1	1	1	2	1	1	0	0	1	2	0	2	0	0	0	1	0	2	2	1	1	1	1	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	2	2	2	4	4	0	3	2	4	1	0	2	5	2
1	0	0	1	2	8	3	8	1	2	0	1	2	2	0	2	3	2	1	0	0	1	1	0	0	0	1	0	1	0	0	0	2	5	0	3	2	7	6	3	2	3	2	3	3	2	0	3	1	0	0	0	0	0	0	2	0	1	0	1	7	1	0	14	1	0	1	5	0	0	0	0	0	0	0	0	1	0	0	0	20	7	357	2	3	5	227	4	22	24	274	10	14	9	130	11
